cs2c2(variables[0]=28000000000000.0),cs2c2(variables[0]=56000000000000.0),cs2c2(variables[0]=84000000000000.0),cs2c2(variables[0]=112000000000000.0),cs2c2(variables[0]=140000000000000.0),cs2c2(variables[0]=168000000000000.0),cs2c2(variables[0]=196000000000000.0),cs2c2(variables[0]=224000000000000.0),cs2c2(variables[0]=252000000000000.0),cs2c2(variables[0]=280000000000000.0),cs2c2(variables[0]=308000000000000.0),cs2c2(variables[0]=336000000000000.0),cs2c2(variables[0]=364000000000000.0),cs2c2(variables[0]=392000000000000.0),cs2c2(variables[0]=420000000000000.0),cs2c2(variables[0]=448000000000000.0),cs2c2(variables[0]=476000000000000.0),cs2c2(variables[0]=504000000000000.0),cs2c2(variables[0]=532000000000000.0),cs2c2(variables[0]=560000000000000.0),cs2c2(variables[0]=588000000000000.0),cs2c2(variables[0]=616000000000000.0),cs2c2(variables[0]=644000000000000.0),cs2c2(variables[0]=672000000000000.0),cs2c2(variables[0]=700000000000000.0),cs2c2(variables[0]=728000000000000.0),cs2c2(variables[0]=756000000000000.0),cs2c2(variables[0]=784000000000000.0),cs2c2(variables[0]=812000000000000.0),cs2c2(variables[0]=840000000000000.0),cs2c2(variables[0]=868000000000000.0),cs2c2(variables[0]=896000000000000.0),cs2c2(variables[0]=924000000000000.0),cs2c2(variables[0]=952000000000000.0),cs2c2(variables[0]=980000000000000.0),cs2c2(variables[0]=1008000000000000.0),cs2c2(variables[0]=1036000000000000.0),cs2c2(variables[0]=1064000000000000.0),cs2c2(variables[0]=1092000000000000.0),cs2c2(variables[0]=1120000000000000.0),cs2c2(variables[0]=1148000000000000.0),cs2c2(variables[0]=1176000000000000.0),cs2c2(variables[0]=1204000000000000.0),cs2c2(variables[0]=1232000000000000.0),cs2c2(variables[0]=1260000000000000.0),cs2c2(variables[0]=1288000000000000.0),cs2c2(variables[0]=1316000000000000.0),cs2c2(variables[0]=1344000000000000.0),cs2c2(variables[0]=1372000000000000.0),cs2c2(variables[0]=1400000000000000.0),cs2c2(variables[0]=1428000000000000.0),cs2c2(variables[0]=1456000000000000.0),cs2c2(variables[0]=1484000000000000.0),cs2c2(variables[0]=1512000000000000.0),cs2c2(variables[0]=1540000000000000.0),cs2c2(variables[0]=1568000000000000.0),cs2c2(variables[0]=1596000000000000.0),cs2c2(variables[0]=1624000000000000.0),cs2c2(variables[0]=1652000000000000.0),cs2c2(variables[0]=1680000000000000.0),cs2c2(variables[0]=1708000000000000.0),cs2c2(variables[0]=1736000000000000.0),cs2c2(variables[0]=1764000000000000.0),cs2c2(variables[0]=1792000000000000.0),cs2c2(variables[0]=1820000000000000.0),cs2c2(variables[0]=1848000000000000.0),cs2c2(variables[0]=1876000000000000.0),cs2c2(variables[0]=1904000000000000.0),cs2c2(variables[0]=1932000000000000.0),cs2c2(variables[0]=1960000000000000.0),cs2c2(variables[0]=1988000000000000.0),cs2c2(variables[0]=2016000000000000.0),cs2c2(variables[0]=2044000000000000.0),cs2c2(variables[0]=2072000000000000.0),cs2c2(variables[0]=2100000000000000.0),cs2c2(variables[0]=2128000000000000.0),cs2c2(variables[0]=2156000000000000.0),cs2c2(variables[0]=2184000000000000.0),cs2c2(variables[0]=2212000000000000.0),cs2c2(variables[0]=2240000000000000.0),cs2c2(variables[0]=2268000000000000.0),cs2c2(variables[0]=2296000000000000.0),cs2c2(variables[0]=2324000000000000.0),cs2c2(variables[0]=2352000000000000.0),cs2c2(variables[0]=2380000000000000.0),cs2c2(variables[0]=2408000000000000.0),cs2c2(variables[0]=2436000000000000.0),cs2c2(variables[0]=2464000000000000.0),cs2c2(variables[0]=2492000000000000.0),cs2c2(variables[0]=2520000000000000.0),cs2c2(variables[0]=2548000000000000.0),cs2c2(variables[0]=2576000000000000.0),cs2c2(variables[0]=2604000000000000.0),cs2c2(variables[0]=2632000000000000.0),cs2c2(variables[0]=2660000000000000.0),cs2c2(variables[0]=2688000000000000.0),cs2c2(variables[0]=2716000000000000.0),cs2c2(variables[0]=2744000000000000.0),cs2c2(variables[0]=2772000000000000.0),cs2c2(variables[0]=2800000000000000.0)
0.0007400248634425546,0.00013203885601096368,8.520622430938035e-05,7.801004098774017e-05,6.839657658038484e-05,6.839657658038484e-05,6.185983285962144e-05,5.793126962464615e-05,5.793126962464615e-05,5.636270307219005e-05,5.636270307219005e-05,5.71283972938633e-05,5.71283972938633e-05,6.045517000485507e-05,6.045517000485507e-05,6.689322577437837e-05,6.689322577437837e-05,7.744985717977342e-05,8.860336524868605e-05,9.013369397936242e-05,9.042931375302947e-05,9.042931375302947e-05,9.699830448174469e-05,9.699830448174469e-05,9.699830448174469e-05,0.0001094825535794544,0.0001094825535794544,0.00013008594458330063,0.00013008594458330063,0.00013008594458330063,0.00016264111898915988,0.00016264111898915988,0.00021368393934205636,0.00029438381784540273,0.0004239982910608661,0.0005262574677938846,0.0006341070498720067,0.0007725626829969195,0.0010725686359249371,0.0012039166597096625,0.0012039166597096625,0.0012039166597096625,0.0012039166597096625,0.0012039166597096625,0.0012039166597096625,0.0012039166597096625,0.0012039166597096625,0.0012039166597096625,0.0012039166597096625,0.001202138900784248,0.001202138900784248,0.001202138900784248,0.001202138900784248,0.001202138900784248,0.001202138900784248,0.001202138900784248,0.001202138900784248,0.001202138900784248,0.001202138900784248,0.001202138900784248,0.0012983233074276093,0.0012983233074276093,0.0012733881559392033,0.0012733881559392033,0.0012733881559392033,0.0012733881559392033,0.0012733881559392033,0.0009614914684246519,0.0009614914684246519,0.0009614914684246519,0.0009614914684246519,0.0009614914684246519,0.0009614914684246519,0.0009614914684246519,0.0009614914684246519,0.0009614914684246519,0.0009614914684246519,0.0009614914684246519,0.0009614914684246519,0.0009614914684246519,0.0009614914684246519,0.0008718674054953032,0.0008718674054953032,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289,0.0004039417820812289
0.0017297034799637222,0.0006935935220568889,0.0006466121261661644,0.0006416401554415585,0.0006761996282238997,0.0007506660322251767,0.0008898459523530667,0.001119129773918309,0.0013652379314621345,0.0017778520202386462,0.002335833659101394,0.0029987357650325414,0.003987984686059565,0.005611070838055641,0.00724544197915901,0.009379299992603386,0.012719614838617407,0.01625785959456389,0.02117076012833096,0.026896352567414093,0.03469155343388359,0.04634624156271055,0.058020127162052716,0.07754915028256397,0.09707795390569435,0.12064963025550209,0.13269224604894905,0.13581844049676664,0.13602176661579862,0.12966088958125158,0.11975275592571755,0.1105289784856176,0.10295498809669751,0.0948969753899642,0.08863377317671743,0.08040251922826581,0.07833413603560688,0.07335297125778885,0.06964679758161085,0.06537036779238092,0.06336791448228085,0.06186750244141114,0.05868395500067977,0.05710423136894933,0.053925854001020054,0.05132466590531977,0.04976965310025407,0.04945475138467718,0.04782953179590063,0.045246076225493995,0.04375534032162413,0.0427523325091609,0.041997751311953935,0.03951155702847856,0.0392292003684373,0.03802332519416503,0.03721183864266108,0.03584857037882933,0.03524711048126141,0.03477953016325365,0.03353145237219472,0.03308271528993756,0.032000510421915554,0.03185881515176865,0.031289999456654435,0.031217241616902237,0.031207614487757003,0.030984143708564192,0.030506813998678994,0.029018850010468757,0.02803826583203492,0.02745020877720219,0.02721214771875453,0.027154459352097732,0.02701384430376971,0.02655651608712636,0.02594488252509614,0.025902993576835433,0.025539508166465223,0.025092002744291807,0.02496576862439443,0.024359311904056585,0.024358110935786777,0.02434977282892833,0.02379637347713851,0.023746865267413535,0.02370049586556912,0.02302309223822423,0.022734827736636286,0.02264085827918204,0.022180639400507556,0.021896303158701207,0.02190413652007156,0.0218594787057552,0.021741211161326737,0.021174446782875136,0.020722423739361017,0.02071512873017234,0.020499050949363332,0.020466321852882274
0.00204679307590531,0.0008882218357605888,0.0008440820039077655,0.0008782998059636202,0.0009560225959821558,0.0011379316435378478,0.0013569525237166252,0.0016666341192055642,0.002173052253313051,0.0027235923582739556,0.0037114801746740422,0.004829713079272059,0.0064025732565856745,0.00812789968178412,0.010857261356338096,0.014146527991671858,0.01882410690991437,0.024899053779909478,0.03115387314306761,0.04024929743103798,0.05173651242869457,0.06661685930038158,0.08660450652288418,0.1095787227122858,0.13242382173614894,0.15080046960115875,0.16324849572786412,0.16826934206945804,0.1682008258521573,0.16567739414773658,0.1575551066333344,0.14710437775623253,0.14045162100918077,0.13152338518784776,0.12237952612170432,0.11627789803051593,0.11210248127140861,0.10678826948523437,0.10157171055709775,0.09771543539313667,0.09189696763550331,0.08858879072913507,0.08579475697593458,0.0809014088019728,0.07889930679305461,0.07581566035827364,0.07432265560776065,0.07182200921064226,0.07020585352950676,0.06734234108546643,0.06617673779191968,0.0645294060035238,0.06274058604785605,0.060051358119833705,0.058898733785879294,0.05696768425014202,0.056323793578967295,0.05377129739293117,0.05217069735826804,0.05166162122021337,0.05106242014719906,0.05053279170926399,0.05037058370492791,0.04984684339751483,0.04828165002883554,0.047724719291775866,0.047244516316509215,0.04671040840243924,0.04595682455774217,0.04450970796809493,0.04445998668434695,0.04248417271493803,0.041859947064123895,0.04163741570824595,0.04145539609566585,0.04123267717145278,0.04107355482417354,0.04035559946582766,0.03967346100105427,0.03891313860160303,0.03867211094541837,0.03796753820953447,0.03746081357195456,0.03718021704464612,0.03706429414184649,0.036732574073584996,0.03538355013176526,0.0350958740139286,0.03459712400668762,0.034528672767240684,0.03429371330898172,0.033848394282751486,0.03350777682721322,0.03297631457787383,0.0325611506050509,0.03223224126143551,0.0321069505966885,0.031739046821606755,0.03162267199172608,0.0311956859353226
0.002333375899453737,0.0010304024315805204,0.0010009026952168061,0.001071338095205198,0.0012417530749048735,0.001479892857046063,0.001803018992639389,0.0022382276806108404,0.002906593550552088,0.0036967717107114478,0.00488360364965721,0.006511003618232856,0.008190059988148738,0.010818681285125477,0.014003710560269318,0.01785835942961466,0.024100884159786083,0.03154216087191678,0.04027278141116775,0.049908754851331116,0.0650941922116487,0.08285630372365942,0.10729644852674286,0.13174610709498324,0.15450106883953435,0.1722121314387964,0.18430081440824492,0.18910394264365066,0.19106513799781913,0.18737236421089173,0.1816288690705184,0.1739511808515428,0.16600799375769434,0.1575372279217283,0.1484758958853608,0.14074738624462427,0.13396026018026427,0.12879787571431628,0.12302241654387354,0.11713350121911287,0.11423395008867449,0.11092151359261992,0.10642065552323592,0.10365718743241537,0.10205021757859317,0.09457091253701658,0.09234378953357579,0.09028372291087315,0.08601963679264889,0.08391268616399997,0.08231290578671543,0.0799005687977985,0.07773760195691885,0.07567336950942882,0.07445485309295595,0.07339728195507719,0.07146390717732645,0.06998007593553991,0.06895075594758428,0.06781374509431475,0.06624675277219931,0.06518380223814195,0.06426985909641632,0.0628636927005747,0.06197340344932236,0.06153692238368469,0.060439083597444224,0.060197271898013986,0.0580925226576797,0.057820719096587356,0.057282378749170186,0.05637996827621437,0.05548282253364951,0.05468598576224804,0.05411622728804892,0.05373026406852114,0.05309293580415341,0.05258180862057004,0.05212460636313975,0.05147394401671524,0.05122542845095933,0.05088252903502999,0.05035911460262147,0.04989374326574766,0.04935107118646265,0.048723502415290706,0.04757306731537889,0.0471321400398161,0.0465600390710496,0.046279672847721415,0.045431158371912396,0.04503080872298881,0.04431055987008836,0.04402401970944737,0.043857860240535264,0.04291686562806239,0.042637479845093966,0.04213756137601147,0.04198147211346465,0.04142280953249524
0.0026759804910378346,0.001149935097168195,0.0011535533554195693,0.001282895175312857,0.0014847148372127627,0.00178369860390482,0.002221262056027931,0.002767180226891375,0.003525877771880731,0.004454416958296635,0.005864885070334447,0.0077118273234264255,0.01013788817950437,0.01303993668213649,0.01704005190104123,0.022297050057892343,0.028832558208916934,0.03731114034047632,0.0477327547651,0.060343744071028806,0.0763500383868745,0.09856340493268825,0.12535133446910213,0.14954697939989187,0.17072432176421526,0.18852023004416357,0.19687932429246977,0.204574432031389,0.20647430723338622,0.20293946423871062,0.199068894343591,0.19272575062817124,0.18589069262301028,0.17730146402326988,0.16963344433427166,0.16306282469403818,0.15689384519570776,0.14991423232978313,0.14308385516335007,0.13847888311776235,0.1342786023747005,0.12963585075715142,0.12523904819328688,0.1219220545845511,0.11882294861040271,0.1139762224169129,0.11190933849373669,0.10775835873311428,0.10567619439786811,0.10272797790078551,0.09980506339509634,0.09788549769811232,0.0953384561342026,0.09422257985274407,0.092470852224149,0.08973952929545105,0.08852844226321405,0.086803149143669,0.08555728433935922,0.08466554959274188,0.08174105805394535,0.08083293007573356,0.07864124903690173,0.0772310028806814,0.07669502139291295,0.07547554342803729,0.07401120585197758,0.07255381065895389,0.0714751443021358,0.07101124214460089,0.06999814970983642,0.06866723529211669,0.06810531090189362,0.06745103208911293,0.06647566455137076,0.06617163557109587,0.06402071658404462,0.06363736496048815,0.06282373441675737,0.06100240426113706,0.060598676762594714,0.06053104160948082,0.0599623102114,0.059326834964077826,0.05841187438870997,0.05823789200575189,0.05784444411241126,0.05767340381341982,0.057432586020879695,0.056897693780628214,0.05618433238336155,0.05541795743409985,0.055061602987451205,0.054045036038885684,0.053645169530864595,0.052591480348573486,0.05227912770896523,0.05165788960460639,0.05070544869333629,0.050533546744954666
0.003010932686125987,0.0012686394761055825,0.001299755433243343,0.0014706515749053238,0.0016796007559602667,0.0020952562674130546,0.002605977173190093,0.0032446221040701878,0.00406009308357884,0.005338169450270272,0.006808929253976133,0.009014651231879332,0.01168533370164418,0.015276696229665035,0.0201852430278521,0.025649852031585693,0.03287930811779803,0.042624382458979496,0.054805462267107585,0.06979655853055977,0.0886971519582305,0.11252420603296169,0.13804795453096985,0.16394900185102815,0.18484633746141862,0.20039373295808055,0.20993261364234142,0.21651898348625628,0.21744776744465727,0.2170640392454812,0.2132797777949093,0.20987018651870493,0.20321548096889053,0.1930822887321183,0.18634087987583692,0.17991712917315072,0.1742626043261677,0.16661703308869266,0.16223277388876356,0.15822164025344984,0.1535758357369109,0.1482465977771097,0.1425230636319996,0.1378968676706605,0.1337645108475647,0.12963648617848672,0.12697831485295813,0.12394466096804889,0.12210564963672572,0.11918181954380005,0.11733006106229248,0.11535602372346351,0.11294270989026788,0.11025654507665858,0.10719497413501793,0.10565765957525651,0.10387453337083088,0.10112078756582066,0.09900257231096293,0.09722132994852639,0.09606042569652992,0.09471716286430142,0.09316032742657343,0.09210306921524007,0.09180611290971144,0.09081350748895126,0.08923606946264828,0.08725198740537411,0.0861641862955908,0.0852717324635093,0.08365508034412762,0.08175822127100192,0.07966068287702492,0.07937101850856423,0.07866769081988391,0.07776895403831605,0.0771791671569225,0.07688508784876744,0.07589735887113207,0.07530380688288676,0.07481897021385432,0.07368005079676608,0.07204127870440521,0.07146953787030927,0.07115765073227111,0.07047375451305002,0.0687020114000178,0.06791547584002622,0.06666616093675234,0.06649705310114713,0.06599865772242304,0.06525955325961139,0.06459806844092876,0.0644630700421998,0.06445802656804278,0.063499902918943,0.06328384160871653,0.06324748899548534,0.06291370125190508,0.06250475788838357
0.0030787649092217867,0.0013922138339081945,0.0014357244183816039,0.0016228857084276379,0.001910611959552119,0.0023964454739591966,0.002965070991022815,0.0036781636959292443,0.004680914672097542,0.006039877994788874,0.007853949350334967,0.010115490214666763,0.013085153016869456,0.0176255439050086,0.022665100178110426,0.02878918855682339,0.03742635581980224,0.047882010677899614,0.06200425693655627,0.07881781138922091,0.09974166162402431,0.12436404884655955,0.1504894068145288,0.1773281237654474,0.19518315290295232,0.2091713509319689,0.21952929856835,0.22606823872204296,0.22920130207634407,0.22824150461455664,0.22693173993052818,0.22290980892522005,0.21704204040063757,0.20865273931971973,0.2018600372238284,0.1966419613870553,0.1908003410091631,0.1833407110558241,0.17736369404598948,0.17347466384910626,0.16830843222058575,0.16321457941558715,0.15983664858202973,0.15451570911383025,0.15242208750303257,0.1483903746085739,0.14632155569655556,0.1423301515793847,0.13823694008144122,0.1351723167189227,0.13259184769395232,0.13103378409662067,0.128590513748888,0.12527603773684726,0.12260712701448771,0.12063526195440577,0.11835131704229593,0.11610673577347383,0.11453279610331321,0.11421540661050875,0.11230225486624051,0.11009202777984532,0.10836276438603813,0.10634568156035566,0.10487781461008443,0.10320289687428445,0.10157893889315793,0.10028952335855441,0.09984772970607216,0.09848161161403116,0.09634284881999752,0.09581702670391407,0.09338801867121066,0.0930106030223769,0.09243562990472949,0.09100339584288762,0.09006320212809826,0.08924233190953515,0.0885073113727933,0.08737054422717387,0.08640367083907698,0.08490535038966829,0.08388278303718702,0.08370367822459952,0.08331775369552308,0.08254293632732954,0.08173173244554222,0.08158974785265262,0.08047401506818123,0.07991697379590226,0.07697405892439503,0.07604828170257642,0.07595347661053356,0.07548353690139974,0.07470712085798512,0.07414222118992832,0.0738918149573971,0.07357792516139451,0.07299863149440988,0.07293417343187146
0.0030787649092217867,0.001493384355552338,0.0015661937580923105,0.0017658877501501018,0.0021080301723857627,0.0026457387728960648,0.0032563960133348956,0.004080674088119544,0.005256313359765735,0.0067054924298714565,0.008705904760312915,0.011384873836970226,0.014699172582169824,0.019315974932036552,0.025219129512920626,0.03202448307531347,0.04124614862693729,0.05335511235435143,0.06900480425038062,0.08796909231509785,0.11027522599276639,0.13499896864861213,0.16155677033696805,0.1878590511204866,0.2054084177288623,0.21786189484721388,0.22875250093452404,0.23553221984027473,0.23793142137913034,0.23761226958721973,0.23719777046222665,0.23299563199859727,0.2283791663479273,0.223785803997232,0.2168541558903355,0.21167928200180258,0.2054521156385036,0.19837120823631801,0.19250273895491493,0.18799590730422297,0.18198003181082828,0.1780754823303159,0.17486954582857694,0.17045468169022068,0.16732022630019094,0.1641906798567327,0.1593739451913341,0.1557528942638523,0.1523970995964538,0.14916099046113798,0.14494601974456323,0.14296501344777945,0.14097718410719626,0.1386786360272844,0.1362611685457805,0.13443778691900599,0.13255507614183124,0.13106373818293998,0.12970390279205907,0.12717743245557708,0.12613747903183362,0.12361419667806006,0.12157966196817299,0.11973811834210721,0.11865811727067756,0.11668162219903988,0.11576196539233928,0.11408916930358799,0.11282586108137878,0.11211160742876602,0.1108446211107803,0.10951922560989619,0.10872421169986025,0.1079272987297156,0.10729700288409852,0.10582910154691577,0.10453999755460432,0.10383760396527666,0.10168902710189774,0.100261892042203,0.09912411081019429,0.09843928405249792,0.09764183593307768,0.09705904716963659,0.09583849939316658,0.09489091387624243,0.0937698401679148,0.09287258935515627,0.09202153014853892,0.09158409725893267,0.09094513937837206,0.08968705244656455,0.08876262330502342,0.0879138116057698,0.08670821061211112,0.08574500783809778,0.08524363999298476,0.08413532550034322,0.08336287899593268,0.08310616873474974
0.0030787649092217867,0.0015922697414858863,0.0016987756313221335,0.0019197101739319134,0.0023320781962810244,0.002901397934111851,0.003601192799138797,0.004503766137522833,0.005840763847310862,0.007317309400848471,0.009611937040194932,0.012363853034301953,0.016076263736393703,0.021006853719410103,0.027433953681188915,0.035094597163734156,0.04475806248605661,0.05835584386317744,0.07472490780726898,0.09615619054478641,0.11954755044176978,0.14538507018529226,0.17243237511755077,0.19662525739271994,0.21388852250698226,0.22558534179363735,0.23674654182657173,0.2435447799531293,0.24570666478112002,0.2465773828477968,0.2459986722891842,0.24217991612230041,0.23821111733160236,0.2358354056161346,0.23085495876185758,0.22470899923458829,0.21825279382567836,0.21207343915246213,0.2077236798620981,0.1999048752584006,0.19598847190675547,0.1911295158985059,0.1892373002494601,0.18583301029540059,0.18178318351967335,0.17812429296575089,0.17260792415418583,0.16883037488627645,0.16608778918182293,0.16163570947676012,0.15923429679550338,0.15745970755787977,0.15410886086209943,0.15144905314292645,0.14926151943396468,0.1480151312252375,0.14507639992120602,0.1441629179263386,0.1416603313066392,0.13975362731432808,0.1376426564270544,0.13698824925824382,0.1347595367368241,0.1328069147147398,0.13105858558456196,0.12942380164264472,0.1277955438109419,0.12695833824345618,0.12472486057443312,0.12406625588885575,0.12292687686090649,0.12257185707188444,0.1216996676503613,0.12029369841965341,0.11799339317580655,0.11620288938452465,0.1154584035128921,0.11513567963427464,0.11438751431246116,0.11263197782551608,0.11140641143333575,0.1101786533333311,0.10876297990557865,0.10781938692050642,0.10665128934628004,0.1059987832336099,0.10564022691179283,0.10389226483025683,0.10300810269633642,0.10238339319484001,0.10118248824507119,0.09969092405768194,0.09969982408794047,0.09798485009761276,0.09643029580801528,0.09585707360161792,0.09566899376683838,0.09442826453631936,0.09413353242482012,0.09388148013073268
0.0030787649092217867,0.0017085743574346078,0.001816811482557171,0.0020996137917151086,0.0025135166815265352,0.003181549737793352,0.003948802526540151,0.004896054578686285,0.006322626216626437,0.007918115691896965,0.010414220713982021,0.013438998306937861,0.01735825066596417,0.02269953074133176,0.029835750221031517,0.03762764025786203,0.048418644115741497,0.06301987229080765,0.08165080724658923,0.10308230199595941,0.12812982350099836,0.15360399246305723,0.18186326971186978,0.2047400700878628,0.2209091210425399,0.232623412675135,0.2431737568508567,0.2502437117163589,0.2535944640306274,0.25408759561726446,0.2540880911345305,0.2517060391133373,0.2480737328954297,0.24720878642405272,0.24293075910238396,0.23594211560775613,0.2299963806697553,0.22494173548160254,0.2184406395297685,0.2129908970348988,0.21055058472033183,0.20542317047855274,0.20240797645298972,0.19869196471897402,0.19362031595249407,0.1905586626577762,0.18635813121583222,0.18126435186781492,0.17982660261362562,0.17502050741237205,0.17254256792137582,0.1692372447305981,0.16690684494344088,0.164533978812521,0.16132755694648318,0.15956864591147218,0.15724208457895664,0.1550378518576518,0.15403328057600232,0.15215809322903096,0.1503415070036354,0.14836045020813926,0.14736461281833987,0.14661738912323477,0.14476741701968898,0.14333058728569703,0.14028513899411776,0.13903018059147793,0.1369527601375494,0.13622912599235457,0.13548636220038235,0.13439268533752066,0.1332326502386502,0.13191715568141596,0.13151566189086705,0.12853594916653058,0.1278517953114943,0.12707209197187444,0.125264546312865,0.12312012054163265,0.12179955247994313,0.12011316387636552,0.11942043999587722,0.11785691958197447,0.11675666095497997,0.11530936639003901,0.11521407048482116,0.11445774296121582,0.11358291889705201,0.11251118863960524,0.1113864837747017,0.11105350259513687,0.11029210117245047,0.1082748403599101,0.10725951451309831,0.10695970337818106,0.10606485221946027,0.10501420048855685,0.10390271016591612,0.10305515571069457
